Expenditure,quintile,1,(low),2011Q3,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,966
Expenditure,quintile,1,(low),2011Q4,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,984
Expenditure,quintile,1,(low),2012Q1,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,969
Expenditure,quintile,1,(low),2012Q2,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,978
Expenditure,quintile,1,(low),2012Q3,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,966
Expenditure,quintile,1,(low),2012Q4,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1000
Expenditure,quintile,1,(low),2013Q1,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,973
Expenditure,quintile,1,(low),2013Q2,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,979
Expenditure,quintile,1,(low),2013Q3,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,979
Expenditure,quintile,1,(low),2013Q4,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1023
Expenditure,quintile,1,(low),2014Q1,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,999
Expenditure,quintile,1,(low),2014Q2,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1000
Expenditure,quintile,1,(low),2014Q3,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1003
Expenditure,quintile,1,(low),2014Q4,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1036
Expenditure,quintile,1,(low),2015Q1,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,993
Expenditure,quintile,1,(low),2015Q2,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,967
Expenditure,quintile,1,(low),2015Q3,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,977
Expenditure,quintile,1,(low),2015Q4,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1020
Expenditure,quintile,1,(low),2016Q1,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,972
Expenditure,quintile,1,(low),2016Q2,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,952
Expenditure,quintile,1,(low),2016Q3,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,948
Expenditure,quintile,1,(low),2016Q4,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1020
Expenditure,quintile,1,(low),2017Q1,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,993
Expenditure,quintile,1,(low),2017Q2,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,969
Expenditure,quintile,1,(low),2017Q3,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,954
Expenditure,quintile,1,(low),2017Q4,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,991
Expenditure,quintile,1,(low),2018Q1,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,968
Expenditure,quintile,1,(low),2018Q2,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,901
Expenditure,quintile,1,(low),2018Q3,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,943
Expenditure,quintile,1,(low),2018Q4,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,967
Expenditure,quintile,1,(low),2019Q1,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,943
Expenditure,quintile,1,(low),2019Q2,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,923
Expenditure,quintile,1,(low),2019Q3,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,938
Expenditure,quintile,1,(low),2019Q4,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,995
Expenditure,quintile,1,(low),2020Q1,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,966
Expenditure,quintile,1,(low),2020Q2,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,882
Expenditure,quintile,1,(low),2020Q3,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,957
Expenditure,quintile,1,(low),2020Q4,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1061
Expenditure,quintile,1,(low),2021Q1,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1091
Expenditure,quintile,1,(low),2021Q2,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1065
Expenditure,quintile,1,(low),2021Q3,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1191
Expenditure,quintile,1,(low),2021Q4,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1238
Expenditure,quintile,1,(low),2022Q1,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1143
Expenditure,quintile,1,(low),2022Q2,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,994
Expenditure,quintile,1,(low),2022Q3,expq1,7.3Passenger,transport,services,Passenger,transport,subgroup,1145
Expenditure,quintile,1,(low),2008Q2,expq1,8Communication,Communication,group,1060
Expenditure,quintile,1,(low),2008Q3,expq1,8Communication,Communication,group,1058
Expenditure,quintile,1,(low),2008Q4,expq1,8Communication,Communication,group,1056
Expenditure,quintile,1,(low),2009Q1,expq1,8Communication,Communication,group,1055
Expenditure,quintile,1,(low),2009Q2,expq1,8Communication,Communication,group,1068
Expenditure,quintile,1,(low),2009Q3,expq1,8Communication,Communication,group,1066
Expenditure,quintile,1,(low),2009Q4,expq1,8Communication,Communication,group,1060
Expenditure,quintile,1,(low),2010Q1,expq1,8Communication,Communication,group,1055
Expenditure,quintile,1,(low),2010Q2,expq1,8Communication,Communication,group,1055
Expenditure,quintile,1,(low),2010Q3,expq1,8Communication,Communication,group,1061
Expenditure,quintile,1,(low),2010Q4,expq1,8Communication,Communication,group,1075
Expenditure,quintile,1,(low),2011Q1,expq1,8Communication,Communication,group,1073
Expenditure,quintile,1,(low),2011Q2,expq1,8Communication,Communication,group,1066
Expenditure,quintile,1,(low),2011Q3,expq1,8Communication,Communication,group,1034
Expenditure,quintile,1,(low),2011Q4,expq1,8Communication,Communication,group,1006
Expenditure,quintile,1,(low),2012Q1,expq1,8Communication,Communication,group,1011
Expenditure,quintile,1,(low),2012Q2,expq1,8Communication,Communication,group,997
Expenditure,quintile,1,(low),2012Q3,expq1,8Communication,Communication,group,987
Expenditure,quintile,1,(low),2012Q4,expq1,8Communication,Communication,group,984
Expenditure,quintile,1,(low),2013Q1,expq1,8Communication,Communication,group,984
Expenditure,quintile,1,(low),2013Q2,expq1,8Communication,Communication,group,994
Expenditure,quintile,1,(low),2013Q3,expq1,8Communication,Communication,group,994
Expenditure,quintile,1,(low),2013Q4,expq1,8Communication,Communication,group,1004
Expenditure,quintile,1,(low),2014Q1,expq1,8Communication,Communication,group,1000
Expenditure,quintile,1,(low),2014Q2,expq1,8Communication,Communication,group,1000
Expenditure,quintile,1,(low),2014Q3,expq1,8Communication,Communication,group,995
Expenditure,quintile,1,(low),2014Q4,expq1,8Communication,Communication,group,988
Expenditure,quintile,1,(low),2015Q1,expq1,8Communication,Communication,group,1019
Expenditure,quintile,1,(low),2015Q2,expq1,8Communication,Communication,group,1007
Expenditure,quintile,1,(low),2015Q3,expq1,8Communication,Communication,group,1002
Expenditure,quintile,1,(low),2015Q4,expq1,8Communication,Communication,group,998
Expenditure,quintile,1,(low),2016Q1,expq1,8Communication,Communication,group,1016
Expenditure,quintile,1,(low),2016Q2,expq1,8Communication,Communication,group,1033
Expenditure,quintile,1,(low),2016Q3,expq1,8Communication,Communication,group,1028
Expenditure,quintile,1,(low),2016Q4,expq1,8Communication,Communication,group,1027
Expenditure,quintile,1,(low),2017Q1,expq1,8Communication,Communication,group,1029
Expenditure,quintile,1,(low),2017Q2,expq1,8Communication,Communication,group,1021
Expenditure,quintile,1,(low),2017Q3,expq1,8Communication,Communication,group,1016
Expenditure,quintile,1,(low),2017Q4,expq1,8Communication,Communication,group,1005
Expenditure,quintile,1,(low),2018Q1,expq1,8Communication,Communication,group,1009
Expenditure,quintile,1,(low),2018Q2,expq1,8Communication,Communication,group,1000
Expenditure,quintile,1,(low),2018Q3,expq1,8Communication,Communication,group,991
Expenditure,quintile,1,(low),2018Q4,expq1,8Communication,Communication,group,996
Expenditure,quintile,1,(low),2019Q1,expq1,8Communication,Communication,group,999
Expenditure,quintile,1,(low),2019Q2,expq1,8Communication,Communication,group,998
Expenditure,quintile,1,(low),2019Q3,expq1,8Communication,Communication,group,986
Expenditure,quintile,1,(low),2019Q4,expq1,8Communication,Communication,group,974
Expenditure,quintile,1,(low),2020Q1,expq1,8Communication,Communication,group,968
Expenditure,quintile,1,(low),2020Q2,expq1,8Communication,Communication,group,968
Expenditure,quintile,1,(low),2020Q3,expq1,8Communication,Communication,group,968
Expenditure,quintile,1,(low),2020Q4,expq1,8Communication,Communication,group,960
Expenditure,quintile,1,(low),2021Q1,expq1,8Communication,Communication,group,957
Expenditure,quintile,1,(low),2021Q2,expq1,8Communication,Communication,group,945
Expenditure,quintile,1,(low),2021Q3,expq1,8Communication,Communication,group,941
Expenditure,quintile,1,(low),2021Q4,expq1,8Communication,Communication,group,955
Expenditure,quintile,1,(low),2022Q1,expq1,8Communication,Communication,group,958
Expenditure,quintile,1,(low),2022Q2,expq1,8Communication,Communication,group,950
Expenditure,quintile,1,(low),2022Q3,expq1,8Communication,Communication,group,973
Expenditure,quintile,1,(low),2008Q2,expq1,8.1Postal,services,Postal,Services,subgroup,844
Expenditure,quintile,1,(low),2008Q3,expq1,8.1Postal,services,Postal,Services,subgroup,844
Expenditure,quintile,1,(low),2008Q4,expq1,8.1Postal,services,Postal,Services,subgroup,844
Expenditure,quintile,1,(low),2009Q1,expq1,8.1Postal,services,Postal,Services,subgroup,844
Expenditure,quintile,1,(low),2009Q2,expq1,8.1Postal,services,Postal,Services,subgroup,844
Expenditure,quintile,1,(low),2009Q3,expq1,8.1Postal,services,Postal,Services,subgroup,844
Expenditure,quintile,1,(low),2009Q4,expq1,8.1Postal,services,Postal,Services,subgroup,878
Expenditure,quintile,1,(low),2010Q1,expq1,8.1Postal,services,Postal,Services,subgroup,878
Expenditure,quintile,1,(low),2010Q2,expq1,8.1Postal,services,Postal,Services,subgroup,878
Expenditure,quintile,1,(low),2010Q3,expq1,8.1Postal,services,Postal,Services,subgroup,878
Expenditure,quintile,1,(low),2010Q4,expq1,8.1Postal,services,Postal,Services,subgroup,945
Expenditure,quintile,1,(low),2011Q1,expq1,8.1Postal,services,Postal,Services,subgroup,945
Expenditure,quintile,1,(low),2011Q2,expq1,8.1Postal,services,Postal,Services,subgroup,945
Expenditure,quintile,1,(low),2011Q3,expq1,8.1Postal,services,Postal,Services,subgroup,948
Expenditure,quintile,1,(low),2011Q4,expq1,8.1Postal,services,Postal,Services,subgroup,950
Expenditure,quintile,1,(low),2012Q1,expq1,8.1Postal,services,Postal,Services,subgroup,955
Expenditure,quintile,1,(low),2012Q2,expq1,8.1Postal,services,Postal,Services,subgroup,958
Expenditure,quintile,1,(low),2012Q3,expq1,8.1Postal,services,Postal,Services,subgroup,985
Expenditure,quintile,1,(low),2012Q4,expq1,8.1Postal,services,Postal,Services,subgroup,988
Expenditure,quintile,1,(low),2013Q1,expq1,8.1Postal,services,Postal,Services,subgroup,989
Expenditure,quintile,1,(low),2013Q2,expq1,8.1Postal,services,Postal,Services,subgroup,993
Expenditure,quintile,1,(low),2013Q3,expq1,8.1Postal,services,Postal,Services,subgroup,998
Expenditure,quintile,1,(low),2013Q4,expq1,8.1Postal,services,Postal,Services,subgroup,1001
Expenditure,quintile,1,(low),2014Q1,expq1,8.1Postal,services,Postal,Services,subgroup,999
Expenditure,quintile,1,(low),2014Q2,expq1,8.1Postal,services,Postal,Services,subgroup,1000
Expenditure,quintile,1,(low),2014Q3,expq1,8.1Postal,services,Postal,Services,subgroup,1048
Expenditure,quintile,1,(low),2014Q4,expq1,8.1Postal,services,Postal,Services,subgroup,1050
Expenditure,quintile,1,(low),2015Q1,expq1,8.1Postal,services,Postal,Services,subgroup,1052
Expenditure,quintile,1,(low),2015Q2,expq1,8.1Postal,services,Postal,Services,subgroup,1052
Expenditure,quintile,1,(low),2015Q3,expq1,8.1Postal,services,Postal,Services,subgroup,1083
Expenditure,quintile,1,(low),2015Q4,expq1,8.1Postal,services,Postal,Services,subgroup,1084
Expenditure,quintile,1,(low),2016Q1,expq1,8.1Postal,services,Postal,Services,subgroup,1084
Expenditure,quintile,1,(low),2016Q2,expq1,8.1Postal,services,Postal,Services,subgroup,1084
Expenditure,quintile,1,(low),2016Q3,expq1,8.1Postal,services,Postal,Services,subgroup,1148
Expenditure,quintile,1,(low),2016Q4,expq1,8.1Postal,services,Postal,Services,subgroup,1148
Expenditure,quintile,1,(low),2017Q1,expq1,8.1Postal,services,Postal,Services,subgroup,1151
Expenditure,quintile,1,(low),2017Q2,expq1,8.1Postal,services,Postal,Services,subgroup,1149
Expenditure,quintile,1,(low),2017Q3,expq1,8.1Postal,services,Postal,Services,subgroup,1159
Expenditure,quintile,1,(low),2017Q4,expq1,8.1Postal,services,Postal,Services,subgroup,1156
Expenditure,quintile,1,(low),2018Q1,expq1,8.1Postal,services,Postal,Services,subgroup,1160
Expenditure,quintile,1,(low),2018Q2,expq1,8.1Postal,services,Postal,Services,subgroup,1160
Expenditure,quintile,1,(low),2018Q3,expq1,8.1Postal,services,Postal,Services,subgroup,1219
Expenditure,quintile,1,(low),2018Q4,expq1,8.1Postal,services,Postal,Services,subgroup,1222
Expenditure,quintile,1,(low),2019Q1,expq1,8.1Postal,services,Postal,Services,subgroup,1227
Expenditure,quintile,1,(low),2019Q2,expq1,8.1Postal,services,Postal,Services,subgroup,1229
Expenditure,quintile,1,(low),2019Q3,expq1,8.1Postal,services,Postal,Services,subgroup,1245
Expenditure,quintile,1,(low),2019Q4,expq1,8.1Postal,services,Postal,Services,subgroup,1244
Expenditure,quintile,1,(low),2020Q1,expq1,8.1Postal,services,Postal,Services,subgroup,1245
Expenditure,quintile,1,(low),2020Q2,expq1,8.1Postal,services,Postal,Services,subgroup,1246
Expenditure,quintile,1,(low),2020Q3,expq1,8.1Postal,services,Postal,Services,subgroup,1250
Expenditure,quintile,1,(low),2020Q4,expq1,8.1Postal,services,Postal,Services,subgroup,1249
Expenditure,quintile,1,(low),2021Q1,expq1,8.1Postal,services,Postal,Services,subgroup,1251
Expenditure,quintile,1,(low),2021Q2,expq1,8.1Postal,services,Postal,Services,subgroup,1246
Expenditure,quintile,1,(low),2021Q3,expq1,8.1Postal,services,Postal,Services,subgroup,1269
Expenditure,quintile,1,(low),2021Q4,expq1,8.1Postal,services,Postal,Services,subgroup,1272
Expenditure,quintile,1,(low),2022Q1,expq1,8.1Postal,services,Postal,Services,subgroup,1287
Expenditure,quintile,1,(low),2022Q2,expq1,8.1Postal,services,Postal,Services,subgroup,1323
Expenditure,quintile,1,(low),2022Q3,expq1,8.1Postal,services,Postal,Services,subgroup,1404
Expenditure,quintile,1,(low),2008Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,4502
Expenditure,quintile,1,(low),2008Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,4380
Expenditure,quintile,1,(low),2008Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,4076
Expenditure,quintile,1,(low),2009Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,4037
Expenditure,quintile,1,(low),2009Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,4019
Expenditure,quintile,1,(low),2009Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,3979
Expenditure,quintile,1,(low),2009Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,3796
Expenditure,quintile,1,(low),2010Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,3574
Expenditure,quintile,1,(low),2010Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,3426
Expenditure,quintile,1,(low),2010Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,3263
Expenditure,quintile,1,(low),2010Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,3064
Expenditure,quintile,1,(low),2011Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,2903
Expenditure,quintile,1,(low),2011Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,2718
Expenditure,quintile,1,(low),2011Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,2451
Expenditure,quintile,1,(low),2011Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,2219
Expenditure,quintile,1,(low),2012Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1976
Expenditure,quintile,1,(low),2012Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1883
Expenditure,quintile,1,(low),2012Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1781
Expenditure,quintile,1,(low),2012Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1589
Expenditure,quintile,1,(low),2013Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1474
Expenditure,quintile,1,(low),2013Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1398
Expenditure,quintile,1,(low),2013Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1278
Expenditure,quintile,1,(low),2013Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1196
Expenditure,quintile,1,(low),2014Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1113
Expenditure,quintile,1,(low),2014Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,1000
Expenditure,quintile,1,(low),2014Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,973
Expenditure,quintile,1,(low),2014Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,885
Expenditure,quintile,1,(low),2015Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,876
Expenditure,quintile,1,(low),2015Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,913
Expenditure,quintile,1,(low),2015Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,886
Expenditure,quintile,1,(low),2015Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,837
Expenditure,quintile,1,(low),2016Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,856
Expenditure,quintile,1,(low),2016Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,846
Expenditure,quintile,1,(low),2016Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,830
Expenditure,quintile,1,(low),2016Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,774
Expenditure,quintile,1,(low),2017Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,780
Expenditure,quintile,1,(low),2017Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,731
Expenditure,quintile,1,(low),2017Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,736
Expenditure,quintile,1,(low),2017Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,752
Expenditure,quintile,1,(low),2018Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,738
Expenditure,quintile,1,(low),2018Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,672
Expenditure,quintile,1,(low),2018Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,616
Expenditure,quintile,1,(low),2018Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,593
Expenditure,quintile,1,(low),2019Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,571
Expenditure,quintile,1,(low),2019Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,517
Expenditure,quintile,1,(low),2019Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,503
Expenditure,quintile,1,(low),2019Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,500
Expenditure,quintile,1,(low),2020Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,535
Expenditure,quintile,1,(low),2020Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,575
Expenditure,quintile,1,(low),2020Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,490
Expenditure,quintile,1,(low),2020Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,529
Expenditure,quintile,1,(low),2021Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,485
Expenditure,quintile,1,(low),2021Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,428
Expenditure,quintile,1,(low),2021Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,416
Expenditure,quintile,1,(low),2021Q4,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,485
Expenditure,quintile,1,(low),2022Q1,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,465
Expenditure,quintile,1,(low),2022Q2,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,500
Expenditure,quintile,1,(low),2022Q3,expq1,8.2Telecommunication,equipment,Telecommunication,equip,subgroup,412
Expenditure,quintile,1,(low),2008Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1040
Expenditure,quintile,1,(low),2008Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1039
Expenditure,quintile,1,(low),2008Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1039
Expenditure,quintile,1,(low),2009Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1039
Expenditure,quintile,1,(low),2009Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1052
Expenditure,quintile,1,(low),2009Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1051
Expenditure,quintile,1,(low),2009Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1045
Expenditure,quintile,1,(low),2010Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1042
Expenditure,quintile,1,(low),2010Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1042
Expenditure,quintile,1,(low),2010Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1050
Expenditure,quintile,1,(low),2010Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1065
Expenditure,quintile,1,(low),2011Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1064
Expenditure,quintile,1,(low),2011Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1057
Expenditure,quintile,1,(low),2011Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1026
Expenditure,quintile,1,(low),2011Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,999
Expenditure,quintile,1,(low),2012Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1006
Expenditure,quintile,1,(low),2012Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,992
Expenditure,quintile,1,(low),2012Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,982
Expenditure,quintile,1,(low),2012Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,979
Expenditure,quintile,1,(low),2013Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,981
Expenditure,quintile,1,(low),2013Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,991
Expenditure,quintile,1,(low),2013Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,992
Expenditure,quintile,1,(low),2013Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1003
Expenditure,quintile,1,(low),2014Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1000
Expenditure,quintile,1,(low),2014Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1000
Expenditure,quintile,1,(low),2014Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,994
Expenditure,quintile,1,(low),2014Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,988
Expenditure,quintile,1,(low),2015Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1020
Expenditure,quintile,1,(low),2015Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1007
Expenditure,quintile,1,(low),2015Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1001
Expenditure,quintile,1,(low),2015Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,997
Expenditure,quintile,1,(low),2016Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1016
Expenditure,quintile,1,(low),2016Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1034
Expenditure,quintile,1,(low),2016Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1027
Expenditure,quintile,1,(low),2016Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1027
Expenditure,quintile,1,(low),2017Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1029
Expenditure,quintile,1,(low),2017Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1021
Expenditure,quintile,1,(low),2017Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1015
Expenditure,quintile,1,(low),2017Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1002
Expenditure,quintile,1,(low),2018Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1008
Expenditure,quintile,1,(low),2018Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1003
Expenditure,quintile,1,(low),2018Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,997
Expenditure,quintile,1,(low),2018Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1003
Expenditure,quintile,1,(low),2019Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1009
Expenditure,quintile,1,(low),2019Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1011
Expenditure,quintile,1,(low),2019Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,1000
Expenditure,quintile,1,(low),2019Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,986
Expenditure,quintile,1,(low),2020Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,978
Expenditure,quintile,1,(low),2020Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,975
Expenditure,quintile,1,(low),2020Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,976
Expenditure,quintile,1,(low),2020Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,967
Expenditure,quintile,1,(low),2021Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,965
Expenditure,quintile,1,(low),2021Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,953
Expenditure,quintile,1,(low),2021Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,949
Expenditure,quintile,1,(low),2021Q4,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,963
Expenditure,quintile,1,(low),2022Q1,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,966
Expenditure,quintile,1,(low),2022Q2,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,956
Expenditure,quintile,1,(low),2022Q3,expq1,8.3Telecommunication,services,Telecommunication,services,subgroup,980
Expenditure,quintile,1,(low),2008Q2,expq1,9Recreation,and,culture,Recreation,and,culture,group,920
Expenditure,quintile,1,(low),2008Q3,expq1,9Recreation,and,culture,Recreation,and,culture,group,929
Expenditure,quintile,1,(low),2008Q4,expq1,9Recreation,and,culture,Recreation,and,culture,group,938
